0.075160667,1
3.104835333,1
0.592497333,1
0.011890333,1
3.898290333,1
3.336991333,1
3.355875333,1
0.763117667,1
2.220883333,1
1.654653667,1
2.432136667,1
3.221981667,1
0.913256,1
0.218348667,1
1.139500333,1
3.891419667,1
0.204113,1
3.954073333,1
2.656720333,1
0.73084,1
0.485523667,1
2.484467333,1
1.989828333,1
0.525439,1
0.075989667,1
0.233051,1
2.156402333,1
0.952853,1
1.093255,1
0.787102667,1
2.277613,1
0.360156333,1
3.774616667,1
1.591078,1
2.891407667,1
1.267316,1
0.465454667,1
0.173165333,1
3.835056,1
0.188699667,1
1.196230667,1
0.221088,1
0.077040667,1
1.499889667,1
0.162286,1
0.189286,1
0.034209,1
1.823067,1
0.114061333,1
2.365682333,1
1.538896,1
1.281877333,1
0.428916667,1
3.044613,1
0.816952333,1
1.346888667,1
2.625008333,1
0.483357,1
2.744471333,1
2.678299333,1
0.187302333,1
0.070254333,1
2.998929333,1
0.201150333,1
2.828296,1
3.861353,1
0.400799333,1
3.702517667,1
0.065956,1
3.696357,1
3.672717333,1
0.297219,1
0.460798333,1
3.577155333,1
0.223713,1
0.175568333,1
0.327600667,1
0.234226,1
0.354338667,1
0.357047667,1
0.105163,1
0.100369333,1
0.103099667,1
0.148623333,1
0.564460333,1
0.098250333,1
3.755315333,1
1.729132333,1
3.214160333,1
0.122957667,1
3.175272667,1
0.025186667,1
2.179254667,1
0.464932333,1
0.300424667,1
0.37081,1
3.677375,1
3.329015333,1
1.224409,1
1.30159,1
0.201313333,1
0.023050667,1
3.955238,1
0.578457,1
2.235107333,1
0.326074,1
1.789774667,1
1.241036333,1
0.919290333,1
0.108460333,1
1.00675,1
2.709709333,1
2.468238333,1
1.769612,1
1.751239,1
1.668711667,1
0.151173333,1
3.962587333,1
3.845993667,1
1.497031667,1
1.160222333,1
1.409866333,1
0.241418,1
0.822246667,1
3.602555333,1
0.079888667,1
0.086351333,1
1.496066667,1
0.554275333,1
0.066137333,1
3.437112,1
3.208382333,1
0.873926,1
1.482281,1
2.123689333,1
0.194631667,1
0.168703333,1
0.630821667,1
1.845224667,1
0.088140667,1
0.211142667,1
2.129426333,1
0.839207667,1
3.864994667,1
3.299182333,1
1.531503,1
3.525187,1
3.766107333,1
3.574153,1
3.244446667,1
3.595097667,1
1.824488667,1
0.096031667,1
0.171199667,1
1.804006667,1
2.418168667,1
