components,resize,color,whiten,mirror,time,true_pos,true_neg,false_pos,false_neg,total
100,0.10,1,1,0,28.268,1685,1653,1347,1315,6000
100,0.10,1,0,0,28.404,1857,1579,1421,1143,6000
100,0.10,0,1,0,14.128,1679,1622,1378,1321,6000
100,0.10,0,0,0,13.109,1861,1566,1434,1139,6000
100,0.20,1,1,0,-1.000,0,0,0,0,0
100,0.20,1,0,0,-1.000,0,0,0,0,0
100,0.20,0,1,0,47.706,1725,1573,1427,1275,6000
100,0.20,0,0,0,45.603,1867,1565,1435,1133,6000
